partitionID,className,classID
0,BaseEntity.java,src/main/java/org/springframework/samples/petclinic/model/BaseEntity.java
0,package-info.java,src/main/java/org/springframework/samples/petclinic/model/package-info.java
0,NamedEntity.java,src/main/java/org/springframework/samples/petclinic/model/NamedEntity.java
0,Person.java,src/main/java/org/springframework/samples/petclinic/model/Person.java
0,ValidatorTests.java,src/test/java/org/springframework/samples/petclinic/model/ValidatorTests.java
0,VisitControllerTests.java,src/test/java/org/springframework/samples/petclinic/owner/VisitControllerTests.java
0,VetController.java,src/main/java/org/springframework/samples/petclinic/vet/VetController.java
0,VetControllerTests.java,src/test/java/org/springframework/samples/petclinic/vet/VetControllerTests.java
0,PetType.java,src/main/java/org/springframework/samples/petclinic/owner/PetType.java
1,VisitController.java,src/main/java/org/springframework/samples/petclinic/owner/VisitController.java
1,OwnerControllerTests.java,src/test/java/org/springframework/samples/petclinic/owner/OwnerControllerTests.java
1,PetController.java,src/main/java/org/springframework/samples/petclinic/owner/PetController.java
1,OwnerController.java,src/main/java/org/springframework/samples/petclinic/owner/OwnerController.java
2,PetTypeFormatter.java,src/main/java/org/springframework/samples/petclinic/owner/PetTypeFormatter.java
2,OwnerRepository.java,src/main/java/org/springframework/samples/petclinic/owner/OwnerRepository.java
3,PetControllerTests.java,src/test/java/org/springframework/samples/petclinic/owner/PetControllerTests.java
3,Pet.java,src/main/java/org/springframework/samples/petclinic/owner/Pet.java
