,MethodA,MethodB,ReferenceCount
0,smpl.ordering.models.Order.Order,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.Order,smpl.ordering.models.Order.status,1
0,smpl.ordering.models.Order.Order,smpl.ordering.models.OrderStatus.None,1
0,smpl.ordering.models.Order.addEvent,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.equals,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.equals,smpl.ordering.models.Order.orderDate,1
0,smpl.ordering.models.Order.equals,smpl.ordering.models.Order.orderId,1
0,smpl.ordering.models.Order.equals,smpl.ordering.models.Order.quoteId,1
0,smpl.ordering.models.Order.equals,smpl.ordering.models.Order.status,1
0,smpl.ordering.models.Order.getEvents,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.getOrderDate,smpl.ordering.models.Order.orderDate,1
0,smpl.ordering.models.Order.getOrderId,smpl.ordering.models.Order.orderId,1
0,smpl.ordering.models.Order.getQuoteId,smpl.ordering.models.Order.quoteId,1
0,smpl.ordering.models.Order.getStatus,smpl.ordering.models.Order.status,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.Order.orderDate,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.Order.orderId,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.Order.quoteId,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.Order.status,1
0,smpl.ordering.models.Order.hashCode,smpl.ordering.models.OrderStatus.hashCode,1
0,smpl.ordering.models.Order.setEvents,smpl.ordering.models.Order.events,1
0,smpl.ordering.models.Order.setOrderDate,smpl.ordering.models.Order.orderDate,1
0,smpl.ordering.models.Order.setOrderId,smpl.ordering.models.Order.orderId,1
0,smpl.ordering.models.Order.setQuoteId,smpl.ordering.models.Order.quoteId,1
0,smpl.ordering.models.Order.setStatus,smpl.ordering.models.Order.status,1
0,smpl.ordering.models.Order.validate,smpl.ordering.Utility.validateStringField,1
0,smpl.ordering.models.Order.validate,smpl.ordering.models.Order.orderDate,1
0,smpl.ordering.models.Order.validate,smpl.ordering.models.Order.quoteId,1
0,smpl.ordering.models.OrderEventInfo.OrderEventInfo,smpl.ordering.models.OrderEventInfo.setComments,2
0,smpl.ordering.models.OrderEventInfo.OrderEventInfo,smpl.ordering.models.OrderEventInfo.setDate,2
0,smpl.ordering.models.OrderEventInfo.getComments,smpl.ordering.models.OrderEventInfo.comments,1
0,smpl.ordering.models.OrderEventInfo.getDate,smpl.ordering.models.OrderEventInfo.date,1
0,smpl.ordering.models.OrderEventInfo.setComments,smpl.ordering.models.OrderEventInfo.comments,1
0,smpl.ordering.models.OrderEventInfo.setDate,smpl.ordering.models.OrderEventInfo.date,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.$VALUES,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Built,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Confirmed,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Created,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Delivered,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.DeliveryConfirmed,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Installed,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.None,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.OrderStatus,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Shipped,1
0,smpl.ordering.models.OrderStatus.static {},smpl.ordering.models.OrderStatus.Started,1
0,smpl.ordering.models.OrderStatus.values,smpl.ordering.models.OrderStatus.$VALUES,1
0,smpl.ordering.models.OrderStatus.values,smpl.ordering.models.OrderStatus[].clone,1
0,smpl.ordering.models.OrderUpdateInfo.OrderUpdateInfo,smpl.ordering.models.OrderEventInfo.OrderEventInfo,1
0,smpl.ordering.models.OrderUpdateInfo.OrderUpdateInfo,smpl.ordering.models.OrderUpdateInfo.eventInfo,1
0,smpl.ordering.models.OrderUpdateInfo.OrderUpdateInfo,smpl.ordering.models.OrderUpdateInfo.status,1
0,smpl.ordering.models.OrderUpdateInfo.getEventInfo,smpl.ordering.models.OrderUpdateInfo.eventInfo,1
0,smpl.ordering.models.OrderUpdateInfo.getStatus,smpl.ordering.models.OrderUpdateInfo.status,1
0,smpl.ordering.models.OrderUpdateInfo.setEventInfo,smpl.ordering.models.OrderUpdateInfo.eventInfo,1
0,smpl.ordering.models.OrderUpdateInfo.setStatus,smpl.ordering.models.OrderUpdateInfo.status,1
0,smpl.ordering.models.PhoneInfo.PhoneInfo,smpl.ordering.models.PhoneInfo.kind,1
0,smpl.ordering.models.PhoneInfo.PhoneInfo,smpl.ordering.models.PhoneInfo.phoneNumber,1
0,smpl.ordering.models.PhoneInfo.getKind,smpl.ordering.models.PhoneInfo.kind,1
0,smpl.ordering.models.PhoneInfo.getPhoneNumber,smpl.ordering.models.PhoneInfo.phoneNumber,1
0,smpl.ordering.models.PhoneInfo.setKind,smpl.ordering.models.PhoneInfo.kind,1
0,smpl.ordering.models.PhoneInfo.setPhoneNumber,smpl.ordering.models.PhoneInfo.phoneNumber,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.city,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.discount,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getCity,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getCustomerName,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getDealerName,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getDiscount,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getPostalCode,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getQuoteItems,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getState,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getTotalCost,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.getValidUntil,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.postalCode,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.quoteId,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.state,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.totalCost,1
0,smpl.ordering.models.Quote.Quote,smpl.ordering.models.Quote.validUntil,1
0,smpl.ordering.models.Quote.addQuoteItem,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.addQuoteItem,smpl.ordering.models.QuoteItemInfo.QuoteItemInfo,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.city,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.postalCode,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.quoteId,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.state,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.totalCost,1
0,smpl.ordering.models.Quote.equals,smpl.ordering.models.Quote.validUntil,1
0,smpl.ordering.models.Quote.getCity,smpl.ordering.models.Quote.city,1
0,smpl.ordering.models.Quote.getCustomerName,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.getDealerName,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.Quote.getDiscount,smpl.ordering.models.Quote.discount,1
0,smpl.ordering.models.Quote.getPostalCode,smpl.ordering.models.Quote.postalCode,1
0,smpl.ordering.models.Quote.getQuoteId,smpl.ordering.models.Quote.quoteId,1
0,smpl.ordering.models.Quote.getQuoteItems,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.getState,smpl.ordering.models.Quote.state,1
0,smpl.ordering.models.Quote.getTotalCost,smpl.ordering.models.Quote.totalCost,1
0,smpl.ordering.models.Quote.getValidUntil,smpl.ordering.models.Quote.validUntil,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.city,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.discount,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.postalCode,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.quoteId,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.state,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.totalCost,1
0,smpl.ordering.models.Quote.hashCode,smpl.ordering.models.Quote.validUntil,1
0,smpl.ordering.models.Quote.setCity,smpl.ordering.models.Quote.city,1
0,smpl.ordering.models.Quote.setCustomerName,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.setDealerName,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.Quote.setDiscount,smpl.ordering.models.Quote.discount,1
0,smpl.ordering.models.Quote.setPostalCode,smpl.ordering.models.Quote.postalCode,1
0,smpl.ordering.models.Quote.setQuoteId,smpl.ordering.models.Quote.quoteId,1
0,smpl.ordering.models.Quote.setQuoteItems,smpl.ordering.models.Quote.quoteItems,1
0,smpl.ordering.models.Quote.setState,smpl.ordering.models.Quote.state,1
0,smpl.ordering.models.Quote.setTotalCost,smpl.ordering.models.Quote.totalCost,1
0,smpl.ordering.models.Quote.setValidUntil,smpl.ordering.models.Quote.validUntil,1
0,smpl.ordering.models.Quote.validate,smpl.ordering.Utility.validateStringField,1
0,smpl.ordering.models.Quote.validate,smpl.ordering.models.Quote.customerName,1
0,smpl.ordering.models.Quote.validate,smpl.ordering.models.Quote.dealerName,1
0,smpl.ordering.models.QuoteItemInfo.QuoteItemInfo,smpl.ordering.models.QuoteItemInfo.amount,1
0,smpl.ordering.models.QuoteItemInfo.QuoteItemInfo,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.QuoteItemInfo.compareTo,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.QuoteItemInfo.equals,smpl.ordering.models.QuoteItemInfo.amount,1
0,smpl.ordering.models.QuoteItemInfo.equals,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.QuoteItemInfo.getAmount,smpl.ordering.models.QuoteItemInfo.amount,1
0,smpl.ordering.models.QuoteItemInfo.getSkuNumber,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.QuoteItemInfo.hashCode,smpl.ordering.models.QuoteItemInfo.amount,1
0,smpl.ordering.models.QuoteItemInfo.hashCode,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.QuoteItemInfo.setAmount,smpl.ordering.models.QuoteItemInfo.amount,1
0,smpl.ordering.models.QuoteItemInfo.setSkuNumber,smpl.ordering.models.QuoteItemInfo.skuNumber,1
0,smpl.ordering.models.ShipmentEventInfo.ShipmentEventInfo,smpl.ordering.models.ShipmentEventInfo.comments,1
0,smpl.ordering.models.ShipmentEventInfo.ShipmentEventInfo,smpl.ordering.models.ShipmentEventInfo.date,1
0,smpl.ordering.models.ShipmentEventInfo.getComments,smpl.ordering.models.ShipmentEventInfo.comments,1
0,smpl.ordering.models.ShipmentEventInfo.getDate,smpl.ordering.models.ShipmentEventInfo.date,1
0,smpl.ordering.models.ShipmentEventInfo.setComments,smpl.ordering.models.ShipmentEventInfo.comments,1
0,smpl.ordering.models.ShipmentEventInfo.setDate,smpl.ordering.models.ShipmentEventInfo.date,1
0,smpl.ordering.models.ShipmentEventInfo.validate,smpl.ordering.models.ShipmentEventInfo.comments,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.events,2
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentEventInfo.ShipmentEventInfo,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentEventInfo.getComments,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentEventInfo.getDate,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.alternateContactPhone,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.contactName,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.deliveryAddress,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.deliveryDate,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.orderId,1
0,smpl.ordering.models.ShipmentRecord.ShipmentRecord,smpl.ordering.models.ShipmentRecord.primaryContactPhone,1
0,smpl.ordering.models.ShipmentRecord.addEvent,smpl.ordering.models.ShipmentEventInfo.ShipmentEventInfo,1
0,smpl.ordering.models.ShipmentRecord.addEvent,smpl.ordering.models.ShipmentRecord.events,2
0,smpl.ordering.models.ShipmentRecord.getAlternateContactPhone,smpl.ordering.models.ShipmentRecord.alternateContactPhone,1
0,smpl.ordering.models.ShipmentRecord.getContactName,smpl.ordering.models.ShipmentRecord.contactName,1
0,smpl.ordering.models.ShipmentRecord.getDeliveryAddress,smpl.ordering.models.ShipmentRecord.deliveryAddress,1
0,smpl.ordering.models.ShipmentRecord.getDeliveryDate,smpl.ordering.models.ShipmentRecord.deliveryDate,1
0,smpl.ordering.models.ShipmentRecord.getEvents,smpl.ordering.models.ShipmentRecord.events,1
0,smpl.ordering.models.ShipmentRecord.getOrderId,smpl.ordering.models.ShipmentRecord.orderId,1
0,smpl.ordering.models.ShipmentRecord.getPrimaryContactPhone,smpl.ordering.models.ShipmentRecord.primaryContactPhone,1
0,smpl.ordering.models.ShipmentRecord.setAlternateContactPhone,smpl.ordering.models.ShipmentRecord.alternateContactPhone,1
0,smpl.ordering.models.ShipmentRecord.setContactName,smpl.ordering.models.ShipmentRecord.contactName,1
0,smpl.ordering.models.ShipmentRecord.setDeliveryAddress,smpl.ordering.models.ShipmentRecord.deliveryAddress,1
0,smpl.ordering.models.ShipmentRecord.setDeliveryDate,smpl.ordering.models.ShipmentRecord.deliveryDate,1
0,smpl.ordering.models.ShipmentRecord.setOrderId,smpl.ordering.models.ShipmentRecord.orderId,1
0,smpl.ordering.models.ShipmentRecord.setPrimaryContactPhone,smpl.ordering.models.ShipmentRecord.primaryContactPhone,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.DeliveryAddress.validate,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.ShipmentRecord.contactName,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.ShipmentRecord.deliveryAddress,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.ShipmentRecord.deliveryDate,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.ShipmentRecord.orderId,1
0,smpl.ordering.models.ShipmentRecord.validate,smpl.ordering.models.ShipmentRecord.primaryContactPhone,1
0,smpl.ordering.repositories.RepositoryFactory.RepositoryFactory,smpl.ordering.repositories.RepositoryFactory.init,1
0,smpl.ordering.repositories.RepositoryFactory.getCatalogItemsRepository,smpl.ordering.repositories.RepositoryFactory$Repositories.catalogItems,1
0,smpl.ordering.repositories.RepositoryFactory.getCatalogItemsRepository,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getCatalogItemsRepository,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getCatalogItemsRepository,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getCatalogItemsRepository,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.getDealersRepository,smpl.ordering.repositories.RepositoryFactory$Repositories.dealers,1
0,smpl.ordering.repositories.RepositoryFactory.getDealersRepository,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getDealersRepository,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getDealersRepository,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getDealersRepository,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.getFactory,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getOrderRepository,smpl.ordering.repositories.RepositoryFactory$Repositories.orders,1
0,smpl.ordering.repositories.RepositoryFactory.getOrderRepository,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getOrderRepository,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getOrderRepository,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getOrderRepository,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.getQuoteRepository,smpl.ordering.repositories.RepositoryFactory$Repositories.quotes,1
0,smpl.ordering.repositories.RepositoryFactory.getQuoteRepository,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getQuoteRepository,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getQuoteRepository,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getQuoteRepository,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.getShipmentRepository,smpl.ordering.repositories.RepositoryFactory$Repositories.shipments,1
0,smpl.ordering.repositories.RepositoryFactory.getShipmentRepository,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getShipmentRepository,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.getShipmentRepository,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory.getShipmentRepository,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.OrderingConfiguration.getApplicationContext,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.RepositoryFactory$Repositories,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.catalogItems,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.dealers,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.orders,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.quotes,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory$Repositories.shipments,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory.mockRepos,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory.mongoTemplate,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory.mongodbRepos,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.RepositoryFactory.storageKind,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mock.MockCatalogItemsRepository.MockCatalogItemsRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mock.MockDealersRepository.MockDealersRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mock.MockOrderRepository.MockOrderRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mock.MockQuoteRepository.MockQuoteRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mock.MockShipmentRepository.MockShipmentRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mongodb.MongoCatalogItemsRepository.MongoCatalogItemsRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mongodb.MongoDealersRepository.MongoDealersRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mongodb.MongoOrderRepository.MongoOrderRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mongodb.MongoQuoteRepository.MongoQuoteRepository,1
0,smpl.ordering.repositories.RepositoryFactory.init,smpl.ordering.repositories.mongodb.MongoShipmentRepository.MongoShipmentRepository,1
0,smpl.ordering.repositories.RepositoryFactory.reset,smpl.ordering.repositories.RepositoryFactory.RepositoryFactory,1
0,smpl.ordering.repositories.RepositoryFactory.reset,smpl.ordering.repositories.RepositoryFactory.mongoTemplate,1
0,smpl.ordering.repositories.RepositoryFactory.reset,smpl.ordering.repositories.RepositoryFactory.s_factory,1
0,smpl.ordering.repositories.RepositoryFactory$Repositories.RepositoryFactory$Repositories,smpl.ordering.repositories.RepositoryFactory$Repositories.this$0,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.MockCatalogItemsRepository,smpl.ordering.models.CatalogItem.CatalogItem,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.MockCatalogItemsRepository,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.compareSkuNumbers,smpl.ordering.models.CatalogItem.getSkuNumber,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.getCatalogItem,smpl.ordering.models.CatalogItem.CatalogItem,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.getCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.getCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.compareSkuNumbers,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.getCatalogItems,smpl.ordering.models.CatalogItem.CatalogItem,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.getCatalogItems,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.removeCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.removeCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.compareSkuNumbers,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.reset,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.upsertCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.catalog,1
0,smpl.ordering.repositories.mock.MockCatalogItemsRepository.upsertCatalogItem,smpl.ordering.repositories.mock.MockCatalogItemsRepository.compareSkuNumbers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.MockDealersRepository,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.compareDealerNames,smpl.ordering.models.DealerInfo.getName,1
0,smpl.ordering.repositories.mock.MockDealersRepository.getDealer,smpl.ordering.models.DealerInfo.DealerInfo,1
0,smpl.ordering.repositories.mock.MockDealersRepository.getDealer,smpl.ordering.repositories.mock.MockDealersRepository.compareDealerNames,1
0,smpl.ordering.repositories.mock.MockDealersRepository.getDealer,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.getDealers,smpl.ordering.models.DealerInfo.DealerInfo,1
0,smpl.ordering.repositories.mock.MockDealersRepository.getDealers,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.removeDealer,smpl.ordering.repositories.mock.MockDealersRepository.compareDealerNames,1
0,smpl.ordering.repositories.mock.MockDealersRepository.removeDealer,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.reset,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockDealersRepository.upsertDealer,smpl.ordering.models.DealerInfo.getName,1
0,smpl.ordering.repositories.mock.MockDealersRepository.upsertDealer,smpl.ordering.repositories.mock.MockDealersRepository.compareDealerNames,1
0,smpl.ordering.repositories.mock.MockDealersRepository.upsertDealer,smpl.ordering.repositories.mock.MockDealersRepository.dealers,1
0,smpl.ordering.repositories.mock.MockOrderRepository.MockOrderRepository,smpl.ordering.repositories.mock.MockOrderRepository.orders,1
0,smpl.ordering.repositories.mock.MockOrderRepository.MockOrderRepository,smpl.ordering.repositories.mock.MockOrderRepository.quotes,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.BadRequestException.BadRequestException,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.ConflictingRequestException.ConflictingRequestException,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.Order,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.getOrderId,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.setOrderDate,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.setOrderId,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.setQuoteId,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.Order.setStatus,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.models.OrderStatus.Created,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.repositories.QuoteRepository.getQuote,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.repositories.mock.MockOrderRepository.getOrderByQuoteId,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.repositories.mock.MockOrderRepository.orders,1
0,smpl.ordering.repositories.mock.MockOrderRepository.createOrder,smpl.ordering.repositories.mock.MockOrderRepository.quotes,1
0,smpl.ordering.repositories.mock.MockOrderRepository.getOrder,smpl.ordering.models.Order.getOrderId,1
0,smpl.ordering.repositories.mock.MockOrderRepository.getOrder,smpl.ordering.repositories.mock.MockOrderRepository.orders,1
0,smpl.ordering.repositories.mock.MockOrderRepository.getOrderByQuoteId,smpl.ordering.models.Order.getQuoteId,1
